running test Test_03/17 - random = 370Test_03, 16, -41;-43;-44;-52;-40;-46;-53;-39;-48;-49;-49;-55;-55;-51;-48;-54;-45;-67;-42;-47;-42;-44;-54;-45;-44;-49;-50;-51;-50;-24;-48;-55;-43;-34;-48;-43;-24;-51;-22;-24;-34;-51;-57;-49;-34;-51;-53;-54;-56;-34;
running test Test_03/18 - random = 534Test_03, 17, -43;-47;-47;-49;-50;-56;-49;-55;-45;-51;-43;-50;-47;-51;-49;-51;-52;-49;-49;-57;-47;-62;-67;-48;-60;-48;-50;-49;-55;-50;-51;-48;-47;-48;-48;-45;-50;-57;-49;-68;-59;-49;-55;-50;-53;-56;-55;-51;-55;-55;
running test Test_03/19 - random = 185Test_03, 18, 0;-28;-25;-41;-25;-32;-31;-36;-28;-28;0;0;0;-32;-35;-35;-31;-31;-38;-53;-25;-32;-33;-31;-35;-33;0;0;0;-32;-52;0;-53;0;-25;-53;0;-55;-62;-36;0;0;-33;-39;0;-42;-46;-56;-41;0;
running test Test_03/20 - random = 693Test_03, 19, -106;-16;-64;-16;-16;-63;-100;-84;0;-78;-52;-66;-52;-103;-16;-75;0;-95;0;-97;-65;-52;-52;-66;-25;-106;-83;-106;-101;-96;-45;-15;0;-66;-93;-45;-95;0;-94;0;-104;0;0;-62;0;-85;-98;0;-67;-101;
running test Test_03/21 - random = 927Test_03, 20, -43;-49;-42;-49;-46;-47;-45;-50;-46;-43;-50;-46;-50;-45;-50;-45;-52;-46;-48;-51;-53;-53;-47;-34;-48;-56;-56;-34;-47;-53;-51;-34;-46;-56;-56;-34;-55;-58;-53;-57;-56;-46;-57;-46;-58;-56;-57;-47;-47;-59;
running test Test_03/22 - random = 168Test_03, 21, 0;0;-102;-104;-95;0;0;-77;-77;0;-85;-67;-124;-91;-127;0;0;-101;-98;-117;-87;0;-117;-96;0;-93;0;-105;0;-36;0;-90;-72;-118;0;-119;-92;-119;-125;0;0;0;-126;0;-60;0;-84;0;0;0;
running test Test_03/23 - random = 981Test_03, 22, -88;0;-62;0;0;-99;-86;-87;0;-108;0;-102;-94;-71;-85;-90;-92;-99;-73;-27;-77;-27;0;-73;-106;0;-27;-90;0;-73;-98;-52;0;-109;-27;-88;0;-77;0;-74;-52;-90;-91;-87;0;0;-89;-84;0;-101;
running test Test_03/24 - random = 947Test_03, 23, -22;-64;-43;-43;-33;0;0;-79;0;0;-60;-27;-43;-31;0;-67;0;0;-35;-79;0;-19;-38;0;0;0;0;0;-61;0;-70;0;0;-41;0;0;0;-19;-66;0;0;-39;0;0;0;-56;0;0;0;0;
running test Test_03/25 - random = 729Test_03, 24, -76;-96;-16;0;-52;0;0;-65;-52;0;0;-66;0;-52;0;0;-62;-103;-78;-103;0;-52;0;-66;-86;0;-84;-68;-16;0;-16;0;-104;-66;-74;-68;-76;-79;-68;-87;-22;0;-53;-16;0;0;-57;-52;-71;-82;
running test Test_03/26 - random = 386Test_03, 25, -54;-57;-53;-38;0;-38;-41;0;-19;-40;0;-41;-42;-19;0;-44;0;-48;-19;-42;-44;-19;-44;-19;-57;-52;-19;-48;-48;0;-48;-19;-59;0;-49;-19;-19;-50;-19;-50;-52;-19;0;-52;-58;-60;-19;-56;-52;-19;
running test Test_03/27 - random = 765Test_03, 26, -17;-52;0;-53;-51;-17;-31;-17;-17;-31;-17;-31;0;-45;-60;-49;-17;-31;0;-17;0;-17;-17;0;-17;-17;-55;-17;-17;-17;-31;-53;-17;-53;-55;-17;-31;-17;-17;-17;-31;-63;-31;-64;-17;-17;-17;-31;-17;-64;
running test Test_03/28 - random = 664Test_03, 27, -39;0;0;-53;0;0;0;0;0;-60;-42;0;-48;0;0;0;0;-80;-47;0;0;-38;0;-73;0;-56;0;-43;-48;0;0;0;0;0;-39;-61;-43;-11;-10;0;0;0;0;0;0;-52;-51;-56;-52;-74;
running test Test_03/29 - random = 115Test_03, 28, -82;-110;-58;0;-26;-79;-58;-97;-14;-105;-107;-26;-110;-20;-105;0;0;-91;-111;-34;-94;-20;-105;-26;-26;-95;-92;-14;-20;-20;0;-26;-26;-116;-14;-14;-108;-58;-101;-20;-79;0;-97;-112;-26;-26;-107;-26;-98;-94;
running test Test_03/30 - random = 561Test_03, 29, -45;-20;0;-4;0;-72;-14;-4;0;0;-58;-78;0;0;0;-18;0;-16;-46;-1;-22;-3;-5;0;-53;0;-9;-61;0;-58;-4;0;-6;0;-20;-48;-43;0;0;-7;-16;-39;-9;0;0;0;-42;-1;-18;-21;
running test Test_03/31 - random = 552Test_03, 30, -46;0;-23;-58;-46;-87;-60;-23;-46;-67;0;0;0;-13;-95;-91;-88;-68;-76;-23;-23;-58;-75;0;-80;-81;-66;-23;0;0;-95;-46;0;-3;0;-1;-55;-46;0;-1;-46;-69;0;0;-65;-23;-23;-75;-23;-75;
running test Test_03/32 - random = 12Test_03, 31, -4;0;-63;-16;-85;-9;0;0;0;-8;-5;-64;-8;0;0;0;-4;-10;0;0;-67;-22;-79;-62;-13;0;-8;-81;-11;-14;-88;-5;0;0;0;0;0;-18;-45;0;-11;-45;0;0;-19;0;-57;-22;-4;0;
running test Test_03/33 - random = 79Test_03, 32, -81;-55;-78;-104;-77;-55;-13;0;-55;-68;-70;-96;-81;-55;-107;-13;0;-55;-103;-94;-76;-99;-55;-69;-90;-85;-79;-90;-70;0;-55;-71;-86;-100;-30;-86;-83;-92;-87;-90;-13;-90;-61;-55;-55;-79;-102;-73;-77;-98;
running test Test_03/34 - random = 584Test_03, 33, -36;-90;-88;-30;-19;-99;-91;-105;-93;-96;-30;-80;-19;-19;-19;0;-13;-60;0;-53;-53;0;-19;-101;-89;-36;-53;-79;-88;-13;-79;-13;-83;-53;-19;-19;-30;-94;-19;-102;-102;-19;-93;-19;-88;-30;-30;-85;-79;-13;
running test Test_03/35 - random = 541Test_03, 34, -66;0;-81;-85;-79;-91;-78;-78;-68;0;-87;-71;-80;-81;-76;-64;0;0;0;-66;0;-52;-74;-87;0;-89;0;0;0;-62;-75;-75;0;0;-64;-91;-73;-89;0;-88;0;-69;-90;-66;-86;-78;-69;0;0;-69;
running test Test_03/36 - random = 561Test_03, 35, 0;-12;-6;0;0;0;0;-12;-149;-114;0;-89;0;-113;0;0;-115;0;-98;0;-93;0;-8;0;-36;0;-108;-118;0;0;0;-11;0;-140;-124;0;0;-115;-119;-107;0;-100;0;0;-93;0;-34;0;0;0;
running test Test_03/37 - random = 336Test_03, 36, -90;0;0;-87;-86;-16;-7;-92;-93;0;0;0;0;0;0;-75;-92;0;-16;-95;-113;-101;0;-91;-112;-107;0;0;-25;-89;-97;-91;-87;-109;0;-24;-82;-36;-16;-124;0;-101;0;-104;0;-114;0;0;0;-120;
running test Test_03/38 - random = 698Test_03, 37, -73;0;-83;-18;-78;-18;-77;0;-79;-18;0;-18;-90;-18;-18;0;-83;0;-97;-82;-56;-76;0;-17;0;-1;-105;0;-105;0;-69;-56;0;-17;-109;0;0;-66;-79;0;-84;-84;-92;-4;-4;-17;-89;-2;-56;-85;
running test Test_03/39 - random = 654Test_03, 38, 0;0;-6;-11;-4;0;-5;-6;-11;0;0;-5;-11;-54;0;0;0;0;0;0;0;-8;0;0;-12;0;-35;0;-33;0;-4;-7;-11;-9;0;0;0;-9;0;0;0;0;0;-13;-16;-14;-10;0;-16;0;
running test Test_03/40 - random = 214Test_03, 39, 0;-63;0;0;0;-65;-53;0;-43;0;0;0;0;0;0;-45;0;0;0;-73;-44;0;-47;-46;-73;-48;0;0;0;-54;0;-63;-48;-73;-49;0;0;0;0;-59;-72;0;0;0;0;0;-73;0;-67;0;
